LogReg:ID,chromosome,MAPINFO,p-values,q-values,intercept,beta,statistic,UCSC_RefGene_Name,Relation_to_UCSC_CpG_Island
cg11229611,1,1217103,0.272602021694,0.902181481729,-6.51391553879,8.51933670044,1.09709012508,SCNN1D,
cg16704920,1,2169407,0.273939400911,0.902181481729,-4.90680885315,7.65548181534,1.09403550625,SKI,
cg22349332,1,2252794,0.275003701448,0.902181481729,-3.4415204525,7.192507267,1.09161198139,MORN1,N_Shore
cg26785823,1,2482001,0.276115238667,0.902181481729,-1.58943331242,3.50946736336,1.08908760548,LOC115110,S_Shelf
cg20664247,1,2345475,0.276955187321,0.902181481729,-1.47204017639,1.89354920387,1.08718466759,PEX10,N_Shore
cg03665132,1,2137325,0.27724468708,0.902181481729,4.25023126602,-6.76881980896,-1.08652973175,C1orf86,Island
cg08937102,1,1690389,0.278731644154,0.902756670626,6.16649055481,-8.18215274811,-1.08317291737,NADK,N_Shore
cg04871460,1,1991521,0.279695391655,0.902756670626,0.866272449493,-3.53206324577,-1.08100390434,PRKCZ,S_Shore
cg16252905,1,1150936,0.282322257757,0.904716448545,0.734023213387,-1.48669183254,-1.07511723042,TNFRSF4,N_Shore
cg13591369,1,2005564,0.282598525286,0.904716448545,-6.55512714386,10.4925699234,1.07450020313,PRKCZ,Island
cg15356494,1,1974941,0.284555315971,0.904716448545,1.840695858,-3.21802997589,-1.07014214993,,Island
cg21475097,1,3164642,0.284860342741,0.904716448545,-2.49106740952,3.30842733383,1.06946468353,PRDM16,Island
cg23689722,1,3100956,0.286187380552,0.90530988111,3.26760721207,-4.7481045723,-1.06652271748,PRDM16,N_Shore
cg00297832,1,1565541,0.288894504309,0.907387947848,3.47065186501,-4.72287940979,-1.06054997444,MIB2,Island
cg24296621,1,1444995,0.289129912853,0.907387947848,6.20211696625,-8.44639873505,-1.0600322485,,N_Shore
cg03082523,1,3155965,0.292633831501,0.910274269728,-4.81814527512,6.39639997482,1.05236124992,PRDM16,N_Shore
cg08200543,1,2121449,0.294562697411,0.910274269728,2.71730661392,-6.18169021606,-1.04816484451,LOC100128003;C1orf86,Island
cg02625725,1,1264265,0.295029193163,0.910274269728,6.05384969711,-7.95293331146,-1.04715263844,GLTPD1,N_Shore
cg00254258,1,3105189,0.295545488596,0.910274269728,1.36258661747,-2.29725837708,-1.04603362083,PRDM16,Island
cg24074480,1,2723015,0.296792507172,0.910274269728,0.610224485397,-1.79963994026,-1.04333639145,,
cg17869799,1,1197095,0.29692825675,0.910274269728,-0.687148332596,2.82845330238,1.04304325581,LOC100128842;UBE2J2,
cg00154846,1,2130580,0.300120055676,0.916520477717,1.33273863792,-4.13940429688,-1.03617596626,C1orf86,S_Shelf
cg21921584,1,1572457,0.301691859961,0.916816239366,-5.54572200775,6.99328660965,1.03281199932,CDK11B,S_Shore
cg08114317,1,1935535,0.302526265383,0.916816239366,-1.42002081871,3.00940084457,1.03103101254,KIAA1751,S_Shore
cg07817856,1,2501937,0.306792259216,0.921914595186,-6.13918924332,7.1146235466,1.02197599411,,
cg05937445,1,2135589,0.307474762201,0.921914595186,1.25501322746,-6.27526044846,-1.02053511143,C1orf86,N_Shore
cg17463432,1,3054665,0.308189153671,0.921914595186,1.67042195797,-8.05085086823,-1.01902902126,PRDM16,N_Shore
cg13850019,1,2245895,0.308853000402,0.921914595186,1.12182676792,-4.31109619141,-1.01763176918,,Island
cg04865726,1,1365911,0.312076926231,0.92452215846,2.49405288696,-3.53872060776,-1.01087355614,,S_Shelf
cg10696969,1,3104042,0.314647436142,0.92452215846,1.62608075142,-4.66872739792,-1.0055180788,PRDM16,N_Shore
cg02687883,1,2266431,0.31500929594,0.92452215846,-4.71040725708,6.78147745132,1.00476658344,MORN1,Island
cg23036947,1,1294018,0.315041542053,0.92452215846,3.25954723358,-5.40230226517,-1.00469958782,MXRA8,S_Shelf
cg09064061,1,1336592,0.31716054678,0.92452215846,1.92207932472,-2.79344773293,-1.00030994415,LOC148413,S_Shore
cg26222332,1,3072643,0.31764960289,0.92452215846,2.80827093124,-10.8273992538,-0.999299585819,PRDM16,S_Shore
cg04259720,1,2411594,0.319615781307,0.92452215846,-3.31565403938,5.18026781082,0.995247721672,PLCH2,S_Shore
cg17456545,1,1669215,0.320185929537,0.92452215846,0.413625508547,-1.87144315243,-0.994075894356,SLC35E2,N_Shore
cg18348086,1,1104526,0.321101456881,0.92452215846,3.11267399788,-4.36271429062,-0.992196977139,,S_Shelf
cg10952596,1,3162922,0.32137042284,0.92452215846,-1.06935560703,3.31789565086,0.991645634174,PRDM16,N_Shore
cg16813854,1,1920667,0.322896808386,0.924885054715,2.15595722198,-3.36434841156,-0.988522529602,KIAA1751,
cg14169886,1,3111849,0.323826253414,0.924885054715,1.001314044,-1.92644512653,-0.986625552177,PRDM16,Island
cg01004918,1,2731370,0.325907170773,0.927492091733,1.817679286,-7.33764314651,-0.982391178608,,
cg04347414,1,2084519,0.327457487583,0.928575875504,2.6922082901,-3.89681887627,-0.979247927666,PRKCZ,S_Shore
cg15029248,1,2379937,0.333030968904,0.937547361472,8.70813655853,-12.9784231186,-0.968026816845,,
cg20674014,1,1225219,0.333191156387,0.937547361472,2.24416971207,-4.43847894669,-0.967706143856,SCNN1D,N_Shelf
cg07797073,1,1982791,0.334163606167,0.937547361472,3.544090271,-6.6413769722,-0.965761363506,PRKCZ,Island
cg00295182,1,2456436,0.33561372757,0.938300351022,4.09916830063,-8.9109621048,-0.962868094444,PANK4,N_Shore
cg19825974,1,3163341,0.340866744518,0.943005667329,4.62513065338,-7.4396686554,-0.952454090118,PRDM16,N_Shore
cg06909630,1,1217130,0.341081261635,0.943005667329,2.08798289299,-3.64214706421,-0.952030956745,SCNN1D,
cg22678044,1,2368610,0.344281643629,0.943005667329,2.93588447571,-7.02688598633,-0.945739150047,,N_Shelf
cg09182189,1,1709203,0.344919264317,0.943005667329,2.84496331215,-3.68845868111,-0.944490075111,NADK,N_Shore
cg09560161,1,2065242,0.345378041267,0.943005667329,1.24403691292,-4.62580728531,-0.943592250347,PRKCZ,N_Shore
cg17848797,1,1198269,0.345423817635,0.943005667329,0.250029474497,-1.13914322853,-0.943502724171,LOC100128842;UBE2J2,
cg09556527,1,1239259,0.347107172012,0.943005667329,1.72704875469,-5.88388299942,-0.940215229988,ACAP3,N_Shelf
cg22489883,1,2537547,0.348288029432,0.943005667329,1.10125982761,-4.91337585449,-0.937915086746,MMEL1,N_Shore
cg06447122,1,3181532,0.3494836092,0.943005667329,-2.53758358955,5.7211022377,0.93559139967,PRDM16,N_Shore
cg02769781,1,1713676,0.350737392902,0.943005667329,-1.74261510372,2.24599432945,0.933159947395,,Island
cg08733933,1,2954429,0.351592957973,0.943005667329,0.626203358173,-2.06335830688,-0.931503891945,,
cg19404444,1,2164602,0.352863311768,0.943005667329,0.870835483074,-2.4976348877,-0.929049730301,SKI,S_Shelf
cg07016682,1,2343349,0.353328287601,0.943005667329,3.82895207405,-5.50370597839,-0.928152799606,PEX10,N_Shore
cg23606171,1,2559822,0.354471772909,0.943005667329,-2.60888004303,4.08786201477,0.925950407982,MMEL1,N_Shore
cg17016101,1,1907127,0.355573058128,0.943005667329,-0.74964171648,2.36793708801,0.923833429813,KIAA1751,N_Shelf
cg02492207,1,1560894,0.356299370527,0.943005667329,1.42629420757,-5.30018186569,-0.922439515591,MIB2,Island
cg18509466,1,2987961,0.35865047574,0.943833279738,4.65835809708,-6.31019449234,-0.917939603329,PRDM16,Island
cg24314879,1,2435236,0.359686940908,0.943833279738,-0.937266528606,1.13525867462,0.915961802006,PLCH2,Island
cg22109675,1,1297567,0.364536911249,0.943833279738,-3.0069000721,6.74863195419,0.906753957272,,
cg22674798,1,3096360,0.364721268415,0.943833279738,6.89493656158,-9.5620059967,-0.906405508518,PRDM16,
cg02506753,1,1245184,0.365522354841,0.943833279738,3.27105641365,-5.21751832962,-0.904892504215,PUSL1,Island
cg23087661,1,2940825,0.367149651051,0.943833279738,-4.86157464981,8.52135562897,0.9018253088,,S_Shore
cg24153574,1,1296956,0.373538851738,0.943833279738,1.30139350891,-4.42919826508,-0.889864087105,,
cg00996827,1,2838805,0.374879330397,0.943833279738,-2.87672996521,5.15746545792,0.887370705605,,
cg26578072,1,1108521,0.376800447702,0.943833279738,-3.32220292091,3.99857616425,0.883806943893,TTLL10,N_Shore
cg05697866,1,2437200,0.377695024014,0.943833279738,2.81964325905,-4.41001605988,-0.882151246071,,S_Shore
cg10556142,1,2385305,0.378290712833,0.943833279738,-7.48855876923,10.2497873306,0.881050109863,,N_Shelf
cg24879939,1,3230647,0.380287736654,0.943833279738,1.68089365959,-2.935765028,-0.877366244793,PRDM16,
cg27294168,1,2259878,0.381228834391,0.943833279738,2.27843093872,-3.17489528656,-0.875634372234,MORN1,S_Shore
cg15468976,1,2106222,0.382640063763,0.943833279738,-2.14831256866,5.66673564911,0.873042225838,PRKCZ,
cg05523897,1,2139175,0.383872747421,0.943833279738,0.527950048447,-2.1020526886,-0.870782852173,C1orf86,S_Shore
cg06092084,1,1858106,0.384295672178,0.943833279738,-0.643299102783,1.56214916706,0.870008647442,,N_Shore
cg26267852,1,2418450,0.386334240437,0.943833279738,-0.945061504841,1.73295092583,0.866284310818,PLCH2,S_Shelf
cg17266431,1,1711069,0.387179285288,0.943833279738,-7.22679948807,8.99386024475,0.864744007587,NADK,S_Shore
cg03347306,1,3216677,0.387274891138,0.943833279738,0.277717977762,-1.13150835037,-0.86456990242,PRDM16,
cg03226435,1,3058199,0.388822138309,0.943833279738,-1.71018397808,4.72656488419,0.861755430698,PRDM16,N_Shore
cg05337761,1,2121349,0.38985490799,0.943833279738,-0.962296664715,1.23668420315,0.859880506992,LOC100128003;C1orf86,Island
cg09151801,1,1471210,0.389891803265,0.943833279738,-2.44527196884,3.45334839821,0.859813630581,C1orf70,Island
cg19083977,1,1712885,0.391307204962,0.943833279738,-0.545869529247,1.03084778786,0.857249140739,,N_Shore
cg11390151,1,2387810,0.391770094633,0.943833279738,0.730296671391,-4.24306201935,-0.85641169548,,Island
cg00849570,1,3162104,0.39309668541,0.943833279738,-3.10270261765,4.43930149078,0.854014992714,PRDM16,N_Shore
cg26808154,1,2285178,0.396748036146,0.943833279738,-1.34748089314,4.2527680397,0.847443342209,MORN1;LOC100129534,
cg17122213,1,1564920,0.397224485874,0.943833279738,-2.11003732681,4.37270259857,0.846588551998,MIB2,Island
cg22851557,1,3038068,0.39977273345,0.943833279738,-1.36584436893,4.74424505234,0.842027187347,PRDM16,Island
cg16694785,1,3163710,0.400014072657,0.943833279738,3.43152236938,-5.68441295624,-0.841596066952,PRDM16,N_Shore
cg13918804,1,2043761,0.401780188084,0.943833279738,2.03893327713,-3.57421302795,-0.838446140289,PRKCZ,N_Shelf
cg18120323,1,1978732,0.401948034763,0.943833279738,-0.920504331589,1.09649074078,0.838147163391,,N_Shelf
cg01196079,1,3201858,0.403476387262,0.943833279738,1.58461046219,-2.54466795921,-0.835428655148,PRDM16,N_Shore
cg10220117,1,2501853,0.411186903715,0.943833279738,-1.80766582489,2.50297307968,0.82180672884,,
cg04232360,1,2792744,0.414582192898,0.943833279738,-4.67094373703,5.84210443497,0.815856575966,,
cg09321238,1,3072001,0.415805131197,0.943833279738,5.26544761658,-9.69675064087,-0.813720464706,PRDM16,Island
cg06967105,1,1104265,0.419581711292,0.943833279738,2.51648139954,-3.34686183929,-0.807147145271,MIR429,S_Shelf
cg06824523,1,2411612,0.419797927141,0.943833279738,-4.55826854706,6.33560752869,0.806771874428,PLCH2,S_Shore
cg02896354,1,2262923,0.42014208436,0.943833279738,-1.24289643764,4.82954549789,0.806174755096,MORN1,N_Shelf
cg00153101,1,2431753,0.421360045671,0.943833279738,-3.23851633072,5.64622926712,0.804063916206,PLCH2,N_Shore
cg00078456,1,1564422,0.423565626144,0.943833279738,5.90423631668,-7.9716386795,-0.800250589848,MIB2,Island
cg13804377,1,2561122,0.423623710871,0.943833279738,-3.37157559395,4.22852182388,0.800150334835,MMEL1,S_Shore
cg04771433,1,2064216,0.423776298761,0.943833279738,0.555374324322,-1.87563276291,-0.79988694191,PRKCZ,N_Shore
cg17507949,1,1355999,0.424182981253,0.943833279738,-0.946762979031,2.30864310265,0.799185276031,LOC441869,Island
cg19092396,1,1143751,0.425514191389,0.943833279738,-3.69516849518,4.70053672791,0.796891212463,,N_Shore
cg14508832,1,2404894,0.427404075861,0.943833279738,0.292302161455,-0.818141520023,-0.79364168644,,
cg10583942,1,1142892,0.428069710732,0.943833279738,5.12763929367,-6.67371702194,-0.792499125004,TNFRSF18,S_Shore
cg08535779,1,2475961,0.432733207941,0.943833279738,-2.26138615608,4.34419584274,0.784523129463,,N_Shore
cg03396347,1,1875803,0.432783156633,0.943833279738,1.47385644913,-3.0041987896,-0.78443801403,,Island
cg18269141,1,2063966,0.434640020132,0.943833279738,-0.712883412838,1.22051668167,0.781276285648,PRKCZ,Island
cg09105687,1,2536647,0.434723556042,0.943833279738,0.500075280666,-2.01505446434,-0.78113424778,MMEL1,N_Shore
cg15678662,1,2465544,0.435385972261,0.943833279738,3.56598472595,-4.73523187637,-0.780008375645,,N_Shore
cg25880537,1,2365337,0.437748283148,0.943833279738,3.21761417389,-4.27393293381,-0.776001214981,,
cg09119863,1,3129238,0.438423871994,0.943833279738,-3.12067556381,4.37531280518,0.774857461452,PRDM16,
cg00492341,1,2526950,0.438700437546,0.943833279738,-0.495877683163,0.66303229332,0.774389564991,MMEL1,N_Shore
cg14171824,1,2006656,0.441030293703,0.943833279738,-4.41157484055,8.39953136444,0.770454585552,PRKCZ,S_Shore
cg23244095,1,1476269,0.44109043479,0.943833279738,-1.36932826042,5.89846086502,0.770353198051,C1orf70,Island
cg00175702,1,2109388,0.441734462976,0.943833279738,4.67583560944,-6.34047698975,-0.769267618656,PRKCZ,
cg08933284,1,1111095,0.442405492067,0.943833279738,3.27779483795,-6.14340734482,-0.768137514591,TTLL10,S_Shore
cg21209214,1,3044804,0.442786574364,0.943833279738,-0.508266091347,0.865480065346,0.767496168613,PRDM16,
cg06174563,1,1851910,0.442926347256,0.943833279738,0.952465951443,-2.14328122139,-0.76726102829,TMEM52,S_Shore
cg06157219,1,2063875,0.443044453859,0.943833279738,-1.07100439072,1.60727751255,0.767062306404,PRKCZ,Island
cg11946666,1,3247595,0.443432331085,0.943833279738,-7.92470502853,10.0365886688,0.766410112381,PRDM16,
cg18181492,1,2340084,0.445372223854,0.943833279738,-3.56550168991,7.59427785873,0.763152897358,PEX10,Island
cg17942763,1,2163472,0.447440266609,0.943833279738,-1.64047026634,3.11005878448,0.759689390659,SKI,S_Shelf
cg03126058,1,3282757,0.448480278254,0.943833279738,-2.50460219383,4.0830078125,0.757951080799,PRDM16,
cg07972116,1,2822822,0.448639422655,0.943833279738,3.44777822495,-4.7737698555,-0.757685244083,,
cg25311963,1,1546691,0.452250987291,0.943833279738,3.15211963654,-4.46267127991,-0.751667559147,,N_Shelf
cg21285198,1,1360970,0.452857464552,0.943833279738,-0.562332808971,1.14324843884,0.750659704208,TMEM88B,N_Shore
cg07363144,1,2796691,0.453748464584,0.943833279738,1.15794837475,-3.86298108101,-0.749180436134,,
cg05787839,1,2274735,0.454011321068,0.943833279738,-5.82110786438,7.25744915009,0.748744308949,MORN1,N_Shore
cg21107210,1,2253813,0.4545994699,0.943833279738,2.0054359436,-3.0595510006,-0.747769057751,MORN1,Island
cg02587648,1,2023258,0.45507094264,0.943833279738,0.621890544891,-3.21968150139,-0.746987760067,PRKCZ,N_Shore
cg19621710,1,1404170,0.455412507057,0.943833279738,0.771681904793,-2.90022683144,-0.746422052383,ATAD3C,N_Shelf
cg02393699,1,2106620,0.455708175898,0.943833279738,-5.61775827408,8.11524486542,0.745932519436,PRKCZ,
cg22161575,1,1229112,0.456403195858,0.943833279738,0.406313180923,-0.880091190338,-0.74478250742,ACAP3,Island
cg03427058,1,1565025,0.457510918379,0.943833279738,-0.574582993984,0.772405207157,0.742951691151,MIB2,Island
cg01431482,1,2989085,0.459560513496,0.943833279738,-3.2049100399,8.09489536285,0.739570736885,PRDM16,N_Shore
cg15102821,1,1844801,0.460385143757,0.943833279738,-0.507756650448,1.04257571697,0.738212764263,CALML6,
cg06169627,1,2938819,0.460615634918,0.943833279738,-0.741307377815,1.31819784641,0.737833499908,ACTRT2,Island
cg24087944,1,1950111,0.461995989084,0.943833279738,5.60043859482,-7.29224014282,-0.735564172268,GABRD,N_Shore
cg18023674,1,2424003,0.462243944407,0.943833279738,-2.52595591545,5.73352575302,0.73515689373,PLCH2,
cg14661234,1,1149192,0.463028311729,0.943833279738,-2.14794182777,3.62225937843,0.733869433403,TNFRSF4,Island
cg19084427,1,2284530,0.463048577309,0.943833279738,-2.30585646629,4.47175693512,0.733836233616,MORN1;LOC100129534,
cg09864992,1,1309161,0.464339017868,0.943833279738,-4.50458717346,5.72962760925,0.731720745564,AURKAIP1,Island
cg22536775,1,1851439,0.465494245291,0.943833279738,0.492585480213,-1.0762348175,-0.729829788208,TMEM52,S_Shore
cg06415891,1,2467096,0.466574519873,0.943833279738,-5.4679312706,6.72252845764,0.728063821793,,Island
cg01449266,1,2109999,0.467015624046,0.943833279738,-0.41760674119,0.640441417694,0.727343380451,PRKCZ,
cg15935121,1,2230601,0.467079132795,0.943833279738,-1.66495525837,2.61689090729,0.727239727974,SKI,N_Shore
cg27301475,1,1472146,0.470096051693,0.943833279738,-4.46841859818,5.53849649429,0.722322821617,C1orf70,N_Shore
cg13570957,1,1375556,0.472874045372,0.943833279738,0.441052049398,-1.07386398315,-0.717810690403,VWA1,Island
cg20627546,1,1451383,0.474817484617,0.943833279738,-3.81370472908,4.71392917633,0.714662671089,ATAD3A,N_Shore
cg26795248,1,1375967,0.474953591824,0.943833279738,-4.38995552063,5.65453386307,0.714442551136,VWA1,S_Shore
cg25382214,1,3105252,0.475908964872,0.943833279738,2.09297919273,-2.99991059303,-0.712897837162,PRDM16,Island
cg20613432,1,2799579,0.477232158184,0.943833279738,2.44922804832,-3.39001774788,-0.71076130867,,
cg10626236,1,1631100,0.478195250034,0.943833279738,-1.36018693447,4.16996002197,0.709208250046,CDK11B;MMP23A,Island
cg00262621,1,1566374,0.478385210037,0.943833279738,2.81686377525,-3.87415289879,-0.70890212059,MMP23B,Island
cg18382926,1,1113624,0.480568915606,0.943833279738,-3.23083090782,4.26168012619,0.705387830734,TTLL10,N_Shore
cg24741666,1,3038707,0.481020569801,0.943833279738,1.4712998867,-2.4105591774,-0.704662024975,PRDM16,S_Shore
cg26335530,1,2060642,0.481459110975,0.943833279738,-1.83178567886,4.99573612213,0.703957676888,PRKCZ,N_Shelf
cg13360866,1,1135492,0.482297360897,0.943833279738,-2.67946100235,3.270144701,0.70261234045,,N_Shore
cg03469790,1,1953419,0.482722848654,0.943833279738,1.46183347702,-6.88619375229,-0.701929926872,GABRD,S_Shore
cg20848343,1,2887080,0.483696073294,0.943833279738,2.05367445946,-3.64180850983,-0.700370311737,,S_Shore
cg16560209,1,2207859,0.484259009361,0.943833279738,-0.677886486053,1.06652343273,0.699468910694,SKI,
cg20426768,1,1296671,0.485305011272,0.943833279738,2.02544140816,-3.19889211655,-0.697795629501,,
cg01692088,1,2476749,0.485805124044,0.943833279738,0.284864783287,-1.33035051823,-0.69699627161,,N_Shore
cg01927825,1,2121724,0.486388623714,0.943833279738,-1.59879148006,1.88911890984,0.69606423378,LOC100128003;C1orf86,Island
cg09843049,1,1373316,0.4888035357,0.943833279738,-2.71325612068,3.53088307381,0.692213058472,VWA1,N_Shore
cg09368716,1,1361655,0.489515721798,0.943833279738,6.21893501282,-7.91021633148,-0.691079318523,TMEM88B,Island
cg19243842,1,3058521,0.492878496647,0.943833279738,2.37479901314,-4.0600810051,-0.685737729073,PRDM16,N_Shore
cg20699701,1,3089762,0.494382321835,0.943833279738,-1.6858137846,2.56907272339,0.683355391026,PRDM16,
cg00314892,1,2428080,0.495571881533,0.943833279738,2.19313192368,-3.72763180733,-0.681473612785,PLCH2,
cg21681320,1,3011044,0.495876044035,0.943833279738,-3.8205974102,5.14753675461,0.680992782116,PRDM16,
cg22421766,1,1217658,0.49758502841,0.943833279738,-1.80592811108,2.43955564499,0.678294420242,SCNN1D,
cg11228874,1,1813727,0.498225659132,0.943833279738,1.78729987144,-2.7650475502,-0.677284181118,GNB1,
cg04788743,1,2305060,0.500229179859,0.943833279738,1.97162890434,-2.82991194725,-0.674129188061,MORN1,S_Shore
cg22122862,1,2987914,0.501677691936,0.943833279738,-0.849583268166,2.96021437645,0.67185229063,PRDM16,Island
cg03976856,1,2764669,0.502297341824,0.943833279738,-0.923640429974,1.35985505581,0.670879364014,,
cg23025459,1,3134420,0.502544701099,0.943833279738,-5.05138587952,6.24749422073,0.670491218567,PRDM16,
cg07045460,1,3194247,0.502714455128,0.943833279738,0.940961122513,-4.88892030716,-0.670224905014,PRDM16,N_Shore
cg23950223,1,3113088,0.504770815372,0.943833279738,-1.22479569912,1.49349534512,0.667002081871,PRDM16,S_Shore
cg08636115,1,3179762,0.504930734634,0.943833279738,-1.69423401356,2.44409060478,0.666751682758,PRDM16,N_Shelf
cg13460934,1,3003690,0.506555140018,0.943833279738,4.48188447952,-6.07794570923,-0.664211213589,PRDM16,S_Shelf
cg04563718,1,2565777,0.506895959377,0.943833279738,2.09406256676,-3.58277440071,-0.663678765297,MMEL1,
cg00104098,1,2302183,0.507529914379,0.943833279738,0.250836730003,-1.25233089924,-0.662688732147,MORN1,N_Shore
cg14790876,1,2798280,0.510092437267,0.943833279738,0.991212844849,-1.53088319302,-0.658693730831,,
cg24252805,1,1266548,0.510323166847,0.943833279738,0.661514878273,-1.40472757816,-0.658334612846,TAS1R3,N_Shore
cg13687348,1,2725131,0.514478683472,0.943833279738,0.229527726769,-0.601228415966,-0.65187984705,,
cg21402748,1,2838849,0.517952978611,0.943833279738,-1.50896918774,5.84457778931,0.646503984928,,
cg09860601,1,1374601,0.518434047699,0.943833279738,1.81294512749,-3.14105677605,-0.64576113224,VWA1,Island
cg06203364,1,2137307,0.518852770329,0.943833279738,0.997580707073,-1.48883092403,-0.645114839077,C1orf86,Island
cg11961999,1,2104478,0.521055221558,0.943833279738,-2.24835419655,3.14103722572,0.641719639301,PRKCZ,
cg23955334,1,1543828,0.521960318089,0.943833279738,1.36956942081,-4.24218654633,-0.640326619148,,
cg12048375,1,1639347,0.523685753345,0.943833279738,-2.77555370331,4.57579278946,0.63767427206,CDK11A;CDK11B,
cg19018051,1,1625395,0.524423241615,0.943833279738,0.469813793898,-0.913059353828,-0.636541962624,LOC728661;CDK11B,S_Shore
cg26910870,1,2046928,0.524480819702,0.943833279738,-3.97647428513,5.03676891327,0.636453568935,PRKCZ,S_Shore
cg14270725,1,1289806,0.524861395359,0.943833279738,2.22679018974,-4.24838972092,-0.635869681835,MXRA8,Island
cg23632393,1,2145116,0.525323688984,0.943833279738,0.350280225277,-1.47105395794,-0.635160565376,,S_Shore
cg17890044,1,2994372,0.527689933777,0.943833279738,3.42462277412,-5.31706237793,-0.631536304951,PRDM16,N_Shelf
cg25685675,1,1309331,0.528924942017,0.943833279738,-2.73009324074,3.53450894356,0.6296479702,AURKAIP1,Island
cg18392644,1,1951466,0.529331505299,0.943833279738,-3.50824999809,4.56464767456,0.629026770592,GABRD,Island
cg24555071,1,1358016,0.53148072958,0.943833279738,3.2647383213,-4.54183101654,-0.625747323036,LOC441869,N_Shelf
cg15007228,1,2210335,0.532298386097,0.943833279738,2.27814483643,-5.33388471603,-0.624501347542,SKI,N_Shore
cg15132013,1,2163529,0.535092532635,0.943833279738,2.33667707443,-3.43595790863,-0.620251059532,SKI,S_Shelf
cg24503109,1,1897585,0.536007404327,0.943833279738,1.25638473034,-1.80620610714,-0.618861734867,KIAA1751,Island
cg02850689,1,2391347,0.53749614954,0.943833279738,1.80565965176,-3.07329297066,-0.616603672504,,S_Shelf
cg02237208,1,2250525,0.539106428623,0.943833279738,3.09516096115,-4.10291004181,-0.614164829254,,S_Shore
cg11731671,1,2995604,0.539641916752,0.943833279738,1.24338281155,-2.44136476517,-0.613354623318,PRDM16,N_Shore
cg20747739,1,1183257,0.541742026806,0.943833279738,-1.13346838951,3.58197331429,0.610180854797,FAM132A,S_Shore
cg04847649,1,2406795,0.542807042599,0.943833279738,1.70656049252,-2.39583110809,-0.608573675156,PLCH2,N_Shelf
cg08739115,1,3139650,0.543187737465,0.943833279738,-1.28590464592,3.04574728012,0.607999563217,PRDM16,
cg15840005,1,2139905,0.543673336506,0.943833279738,-2.80894589424,4.21582221985,0.607267558575,C1orf86,S_Shelf
cg09506319,1,2122601,0.544195234776,0.943833279738,-2.29703259468,4.11956691742,0.606481254101,LOC100128003;C1orf86,S_Shore
cg26687579,1,2243111,0.544548869133,0.943833279738,-1.23775374889,1.83330237865,0.60594856739,,N_Shelf
cg03324138,1,2250410,0.550634384155,0.943833279738,-1.00887143612,2.5786755085,0.596809744835,,S_Shore
cg03466562,1,2220317,0.550673902035,0.943833279738,0.366608977318,-1.36942791939,-0.596750557423,SKI,N_Shore
cg12656307,1,2349734,0.551681995392,0.943833279738,-0.589976429939,1.74642050266,0.595241606236,,S_Shelf
cg26863172,1,1361729,0.553409457207,0.943833279738,1.67642271519,-6.87112998962,-0.592658877373,TMEM88B,Island
cg20351495,1,2408494,0.553780913353,0.943833279738,-1.86246991158,2.54907488823,0.592104017735,PLCH2,N_Shore
cg09469812,1,2899497,0.554441869259,0.943833279738,-3.33022212982,4.04820632935,0.591117203236,,
cg24518098,1,2146288,0.554457068443,0.943833279738,-3.17583394051,4.40341663361,0.591094553471,,S_Shore
cg15924570,1,1144724,0.555500626564,0.943833279738,-0.931960642338,3.07704019547,0.589537680149,,N_Shore
cg24688471,1,2542815,0.556770861149,0.943833279738,1.1493806839,-3.15521740913,-0.587644577026,MMEL1,
cg00113369,1,2977861,0.557135999203,0.943833279738,-1.23559546471,2.51563334465,0.587100803852,FLJ42875,N_Shore
cg11804692,1,2777158,0.559193372726,0.943833279738,-2.93198394775,3.59185266495,0.584040045738,,Island
cg13103143,1,1946688,0.561007678509,0.943833279738,0.680410385132,-3.02902626991,-0.581345438957,,N_Shelf
cg12582330,1,2473224,0.561477601528,0.943833279738,-0.579003632069,1.17110610008,0.580648183823,,S_Shore
cg00294152,1,1348792,0.561784982681,0.943833279738,0.968818366528,-4.76018428802,-0.580192267895,,
cg07147033,1,1549615,0.563535094261,0.943833279738,-1.45173597336,4.13001012802,0.577598690987,MIB2,N_Shore
cg00829990,1,2928964,0.563625276089,0.943833279738,-1.71022188663,2.81530570984,0.577465116978,,N_Shore
cg25845463,1,2064046,0.564317822456,0.943833279738,0.229245170951,-1.31328880787,-0.576439976692,PRKCZ,Island
cg09439264,1,1230073,0.566197752953,0.943833279738,1.08773481846,-1.84862518311,-0.573660194874,ACAP3,Island
cg08738570,1,1475265,0.568553745747,0.943833279738,-2.09075951576,2.87609815598,0.570182800293,C1orf70,N_Shore
cg22226775,1,3008033,0.570017695427,0.943833279738,-0.853967726231,1.18706643581,0.568025410175,PRDM16,
cg06063714,1,1951514,0.570549070835,0.943833279738,0.544918715954,-0.923653900623,-0.567243039608,GABRD,S_Shore
cg21165029,1,1297202,0.571040630341,0.943833279738,-2.89259552956,3.54493880272,0.56651955843,,
cg16578609,1,2399051,0.571661710739,0.943833279738,0.547965526581,-2.65288734436,-0.56560587883,,Island
cg23218354,1,2885244,0.573978841305,0.943833279738,1.0717446804,-1.75122082233,-0.562201321125,,Island
cg12655137,1,1609388,0.575101613998,0.943833279738,-2.00178360939,4.05658769608,0.560554027557,LOC728661;CDK11B,S_Shore
cg22497969,1,3143018,0.575666069984,0.943833279738,0.180898308754,-0.717067420483,-0.559726417065,PRDM16,
